PV
0
0.022
0.078
0.145
0.199
0.195
0.172
0.104
0.034
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.054
0.192
0.251
0.237
0.283
0.472
0.363
0.145
0.005
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.038
0.069
0.092
0.151
0.212
0.264
0.211
0.085
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.041
0.27
0.522
0.578
0.557
0.478
0.338
0.161
0.011
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.017
0.273
0.496
0.495
0.374
0.322
0.216
0.144
0.014
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.008
0.033
0.041
0.035
0.033
0.022
0.01
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.048
0.105
0.197
0.399
0.347
0.303
0.168
0.073
0.004
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.136
0.422
0.565
0.634
0.633
0.57
0.445
0.232
0.017
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.005
0.014
0.017
0.016
0.029
0.03
0.009
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.042
0.137
0.312
0.541
0.574
0.499
0.382
0.212
0.034
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.026
0.226
0.449
0.585
0.645
0.641
0.586
0.469
0.288
0.063
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.037
0.284
0.476
0.596
0.649
0.642
0.586
0.469
0.289
0.065
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.03
0.141
0.499
0.579
0.583
0.527
0.413
0.237
0.047
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001
0.062
0.352
0.584
0.642
0.641
0.579
0.463
0.285
0.069
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004
0.091
0.196
0.203
0.132
0.108
0.158
0.248
0.213
0.04
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.043
0.156
0.339
0.303
0.258
0.173
0.145
0.09
0.019
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.019
0.044
0.09
0.229
0.312
0.127
0.057
0.027
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.072
0.308
0.502
0.631
0.699
0.71
0.657
0.547
0.363
0.118
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.108
0.339
0.515
0.621
0.658
0.648
0.567
0.389
0.278
0.105
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.094
0.311
0.485
0.578
0.541
0.409
0.31
0.26
0.254
0.104
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.111
0.321
0.492
0.6
0.637
0.67
0.621
0.507
0.317
0.099
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.022
0.213
0.321
0.385
0.462
0.505
0.467
0.395
0.262
0.079
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.04
0.112
0.368
0.66
0.667
0.61
0.501
0.323
0.088
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.048
0.222
0.474
0.55
0.608
0.586
0.446
0.279
0.131
0.038
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001
0.024
0.044
0.057
0.055
0.053
0.042
0.084
0.081
0.034
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.022
0.087
0.186
0.325
0.256
0.317
0.325
0.25
0.127
0.034
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.022
0.125
0.19
0.123
0.038
0.025
0.019
0.017
0.012
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.018
0.051
0.053
0.142
0.318
0.464
0.41
0.403
0.199
0.039
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.046
0.249
0.424
0.437
0.447
0.468
0.421
0.325
0.207
0.055
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.016
0.104
0.291
0.305
0.254
0.289
0.274
0.136
0.056
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.05
0.141
0.187
0.151
0.179
0.192
0.283
0.173
0.084
0.062
0.003
0
0
0
0
0
0
0
0
0
0
0
0
0
0.016
0.048
0.063
0.101
0.287
0.369
0.282
0.288
0.289
0.144
0.007
0
0
0
0
0
0
0
0
0
0
0
0
0
0.008
0.024
0.072
0.505
0.611
0.61
0.369
0.243
0.106
0.055
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015
0.076
0.125
0.124
0.156
0.21
0.202
0.123
0.048
0.011
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.011
0.11
0.301
0.311
0.3
0.271
0.173
0.106
0.051
0.016
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.026
0.094
0.169
0.418
0.5
0.481
0.419
0.369
0.225
0.066
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001
0.179
0.395
0.557
0.649
0.632
0.604
0.523
0.381
0.214
0.089
0.004
0
0
0
0
0
0
0
0
0
0
0
0
0
0.092
0.115
0.11
0.108
0.153
0.166
0.091
0.059
0.033
0.009
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.033
0.115
0.344
0.482
0.519
0.307
0.108
0.077
0.048
0.002
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0.036
0.133
0.241
0.185
0.182
0.154
0.149
0.182
0.059
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.101
0.324
0.491
0.612
0.581
0.29
0.2
0.228
0.126
0.043
0.003
0
0
0
0
0
0
0
0
0
0
0
0
0.011
0.123
0.169
0.209
0.434
0.493
0.356
0.235
0.232
0.176
0.08
0.011
0
0
0
0
0
0
0
0
0
0
0
0
0
0.033
0.092
0.169
0.6
0.627
0.535
0.462
0.386
0.266
0.102
0.018
0
0
0
0
0
0
0
0
0
0
0
0
0.019
0.154
0.423
0.579
0.677
0.721
0.684
0.431
0.239
0.283
0.155
0.026
0
0
0
0
0
0
0
0
0
0
0
0
0
0.026
0.042
0.071
0.12
0.161
0.165
0.178
0.192
0.246
0.13
0.031
0
0
0
0
0
0
0
0
0
0
0
0
0
0.024
0.07
0.15
0.204
0.269
0.297
0.287
0.243
0.174
0.091
0.018
0
0
0
0
0
0
0
0
0
0
0
0
0
0.048
0.201
0.528
0.634
0.681
0.676
0.596
0.487
0.331
0.149
0.016
0
0
0
0
0
0
0
0
0
0
0
0
0.023
0.173
0.361
0.532
0.681
0.735
0.738
0.691
0.58
0.361
0.153
0.042
0
0
0
0
0
0
0
0
0
0
0
0
0.001
0.015
0.05
0.098
0.196
0.258
0.245
0.182
0.154
0.168
0.096
0.033
0
0
0
0
0
0
0
0
0
0
0
0
0
0.034
0.054
0.097
0.195
0.379
0.42
0.403
0.248
0.125
0.063
0.014
0
0
0
0
0
0
0
0
0
0
0
0
0
0.018
0.073
0.122
0.182
0.344
0.471
0.317
0.173
0.122
0.046
0.003
0
0
0
0
0
0
0
0
0
0
0
0
0
0.021
0.058
0.106
0.144
0.153
0.139
0.15
0.112
0.086
0.045
0.009
0
0
0
0
0
0
0
0
0
0
0
0
0.004
0.045
0.106
0.172
0.219
0.272
0.387
0.595
0.559
0.414
0.227
0.063
0
0
0
0
0
0
0
0
0
0
0
0
0.043
0.234
0.422
0.575
0.682
0.724
0.719
0.673
0.583
0.44
0.262
0.08
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.154
0.338
0.455
0.473
0.639
0.729
0.7
0.613
0.463
0.282
0.093
0
0
0
0
0
0
0
0
0
0
0
0
0.061
0.271
0.475
0.63
0.731
0.78
0.781
0.734
0.639
0.494
0.305
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.062
0.265
0.462
0.609
0.702
0.735
0.719
0.614
0.554
0.392
0.158
0.038
0
0
0
0
0
0
0
0
0
0
0
0
0.018
0.075
0.177
0.401
0.56
0.621
0.612
0.553
0.399
0.164
0.065
0.016
0
0
0
0
0
0
0
0
0
0
0
0
0.036
0.214
0.416
0.57
0.668
0.712
0.702
0.654
0.568
0.434
0.258
0.058
0
0
0
0
0
0
0
0
0
0
0
0
0.046
0.174
0.37
0.499
0.615
0.685
0.695
0.645
0.553
0.407
0.231
0.072
0
0
0
0
0
0
0
0
0
0
0
0
0.044
0.173
0.365
0.536
0.644
0.695
0.699
0.655
0.57
0.439
0.269
0.093
0
0
0
0
0
0
0
0
0
0
0
0
0.055
0.203
0.415
0.561
0.662
0.71
0.713
0.669
0.583
0.454
0.284
0.103
0
0
0
0
0
0
0
0
0
0
0
0
0.071
0.254
0.438
0.578
0.67
0.717
0.719
0.675
0.586
0.451
0.278
0.099
0
0
0
0
0
0
0
0
0
0
0
0
0.06
0.249
0.441
0.608
0.71
0.764
0.768
0.724
0.635
0.497
0.316
0.119
0.001
0
0
0
0
0
0
0
0
0
0
0
0.081
0.277
0.478
0.625
0.71
0.78
0.783
0.736
0.644
0.502
0.293
0.106
0.001
0
0
0
0
0
0
0
0
0
0
0
0.078
0.281
0.423
0.53
0.614
0.652
0.627
0.548
0.4
0.373
0.186
0.072
0.002
0
0
0
0
0
0
0
0
0
0
0
0.057
0.186
0.326
0.416
0.448
0.479
0.435
0.395
0.397
0.271
0.157
0.062
0.001
0
0
0
0
0
0
0
0
0
0
0
0.065
0.205
0.392
0.538
0.462
0.431
0.426
0.393
0.323
0.21
0.128
0.057
0.001
0
0
0
0
0
0
0
0
0
0
0
0.013
0.045
0.076
0.153
0.232
0.306
0.353
0.354
0.342
0.265
0.193
0.103
0.009
0
0
0
0
0
0
0
0
0
0
0
0.095
0.297
0.485
0.627
0.719
0.766
0.769
0.724
0.636
0.501
0.325
0.132
0.008
0
0
0
0
0
0
0
0
0
0
0.001
0.099
0.301
0.487
0.625
0.716
0.762
0.763
0.718
0.63
0.496
0.321
0.132
0.01
0
0
0
0
0
0
0
0
0
0
0.001
0.104
0.304
0.485
0.619
0.705
0.742
0.733
0.69
0.599
0.467
0.282
0.125
0.011
0
0
0
0
0
0
0
0
0
0
0.002
0.1
0.287
0.465
0.597
0.681
0.727
0.73
0.689
0.605
0.477
0.311
0.13
0.012
0
0
0
0
0
0
0
0
0
0
0.003
0.105
0.295
0.474
0.607
0.69
0.736
0.738
0.697
0.613
0.486
0.319
0.136
0.013
0
0
0
0
0
0
0
0
0
0
0.005
0.098
0.296
0.475
0.606
0.691
0.718
0.703
0.649
0.555
0.407
0.258
0.114
0.015
0
0
0
0
0
0
0
0
0
0
0.005
0.113
0.307
0.483
0.614
0.701
0.745
0.745
0.705
0.62
0.492
0.325
0.14
0.015
0
0
0
0
0
0
0
0
0
0
0.008
0.117
0.312
0.49
0.628
0.72
0.762
0.759
0.716
0.632
0.505
0.335
0.145
0.017
0
0
0
0
0
0
0
0
0
0
0.01
0.117
0.302
0.474
0.605
0.693
0.729
0.705
0.549
0.392
0.315
0.185
0.048
0.006
0
0
0
0
0
0
0
0
0
0
0.01
0.096
0.232
0.35
0.461
0.599
0.679
0.688
0.647
0.569
0.449
0.297
0.134
0.021
0
0
0
0
0
0
0
0
0
0
0.006
0.097
0.287
0.479
0.615
0.691
0.684
0.638
0.68
0.612
0.489
0.328
0.148
0.02
0
0
0
0
0
0
0
0
0
0
0.014
0.114
0.226
0.324
0.447
0.584
0.625
0.536
0.419
0.322
0.237
0.167
0.088
0.018
0
0
0
0
0
0
0
0
0
0
0
0.026
0.085
0.264
0.498
0.588
0.615
0.617
0.501
0.377
0.256
0.159
0.079
0.02
0
0
0
0
0
0
0
0
0
0
0.003
0.044
0.107
0.179
0.298
0.424
0.447
0.424
0.363
0.289
0.182
0.087
0.032
0.004
0
0
0
0
0
0
0
0
0
0
0
0.019
0.064
0.117
0.122
0.162
0.263
0.276
0.303
0.357
0.374
0.317
0.159
0.032
0
0
0
0
0
0
0
0
0
0
0.018
0.135
0.329
0.505
0.638
0.725
0.767
0.768
0.726
0.643
0.513
0.342
0.154
0.027
0
0
0
0
0
0
0
0
0
0
0.012
0.056
0.12
0.243
0.394
0.538
0.675
0.713
0.68
0.611
0.489
0.33
0.152
0.032
0
0
0
0
0
0
0
0
0
0
0.006
0.05
0.1
0.15
0.193
0.282
0.298
0.343
0.369
0.343
0.331
0.22
0.086
0.017
0
0
0
0
0
0
0
0
0
0
0.022
0.108
0.319
0.463
0.56
0.596
0.607
0.553
0.461
0.379
0.267
0.149
0.055
0.012
0
0
0
0
0
0
0
0
0
0
0.003
0.035
0.091
0.159
0.221
0.29
0.329
0.291
0.276
0.291
0.233
0.181
0.091
0.03
0
0
0
0
0
0
0
0
0
0
0.024
0.146
0.342
0.453
0.545
0.627
0.642
0.645
0.642
0.606
0.507
0.351
0.168
0.033
0
0
0
0
0
0
0
0
0
0
0.026
0.149
0.332
0.442
0.54
0.631
0.641
0.641
0.601
0.47
0.33
0.172
0.091
0.027
0
0
0
0
0
0
0
0
0
0
0.02
0.125
0.303
0.486
0.603
0.673
0.693
0.698
0.662
0.58
0.474
0.314
0.152
0.038
0
0
0
0
0
0
0
0
0
0
0.032
0.147
0.312
0.48
0.587
0.557
0.457
0.278
0.212
0.29
0.3
0.151
0.043
0.008
0
0
0
0
0
0
0
0
0
0
0
0.025
0.088
0.152
0.215
0.267
0.339
0.52
0.563
0.47
0.343
0.225
0.131
0.041
0
0
0
0
0
0
0
0
0
0
0.034
0.123
0.22
0.315
0.41
0.401
0.322
0.317
0.399
0.416
0.339
0.207
0.075
0.032
0
0
0
0
0
0
0
0
0
0
0.02
0.062
0.118
0.228
0.406
0.256
0.191
0.191
0.172
0.137
0.109
0.096
0.094
0.017
0
0
0
0
0
0
0
0
0
0
0.02
0.091
0.183
0.314
0.489
0.6
0.663
0.724
0.712
0.629
0.46
0.305
0.181
0.033
0
0
0
0
0
0
0
0
0
0
0.03
0.157
0.349
0.493
0.591
0.673
0.704
0.713
0.674
0.588
0.471
0.327
0.154
0.043
0.001
0
0
0
0
0
0
0
0
0
0.034
0.159
0.311
0.421
0.454
0.527
0.573
0.602
0.611
0.598
0.521
0.375
0.19
0.03
0.001
0
0
0
0
0
0
0
0
0
0.03
0.162
0.321
0.412
0.437
0.441
0.479
0.469
0.461
0.437
0.396
0.274
0.138
0.046
0
0
0
0
0
0
0
0
0
0
0.004
0.022
0.048
0.075
0.085
0.066
0.084
0.114
0.13
0.147
0.16
0.142
0.088
0.037
0
0
0
0
0
0
0
0
0
0
0.039
0.136
0.289
0.452
0.574
0.638
0.643
0.556
0.481
0.343
0.303
0.239
0.127
0.044
0.001
0
0
0
0
0
0
0
0
0
0.031
0.156
0.33
0.487
0.61
0.691
0.73
0.73
0.692
0.616
0.5
0.348
0.177
0.034
0.003
0
0
0
0
0
0
0
0
0
0.039
0.146
0.296
0.438
0.541
0.638
0.618
0.542
0.488
0.45
0.359
0.258
0.134
0.048
0.004
0
0
0
0
0
0
0
0
0
0.046
0.136
0.217
0.251
0.406
0.585
0.625
0.491
0.242
0.152
0.13
0.115
0.059
0.011
0
0
0
0
0
0
0
0
0
0
0.043
0.137
0.177
0.204
0.278
0.395
0.499
0.583
0.611
0.552
0.414
0.297
0.133
0.039
0
0
0
0
0
0
0
0
0
0
0.025
0.084
0.149
0.18
0.198
0.199
0.184
0.175
0.144
0.135
0.125
0.105
0.071
0.036
0.002
0
0
0
0
0
0
0
0
0
0.042
0.168
0.346
0.507
0.632
0.706
0.706
0.65
0.541
0.438
0.298
0.208
0.14
0.055
0.007
0
0
0
0
0
0
0
0
0.001
0.046
0.145
0.254
0.363
0.436
0.474
0.539
0.606
0.602
0.511
0.41
0.292
0.163
0.05
0.002
0
0
0
0
0
0
0
0
0.001
0.045
0.138
0.268
0.404
0.479
0.525
0.558
0.576
0.551
0.533
0.463
0.335
0.174
0.056
0.009
0
0
0
0
0
0
0
0
0.002
0.047
0.13
0.21
0.25
0.316
0.44
0.542
0.607
0.565
0.491
0.407
0.288
0.155
0.058
0.01
0
0
0
0
0
0
0
0
0.002
0.049
0.121
0.2
0.331
0.386
0.42
0.466
0.432
0.445
0.309
0.274
0.162
0.118
0.049
0.005
0
0
0
0
0
0
0
0
0
0.019
0.054
0.102
0.163
0.249
0.321
0.333
0.329
0.297
0.269
0.246
0.207
0.134
0.044
0.006
0
0
0
0
0
0
0
0
0
0.032
0.102
0.219
0.393
0.568
0.684
0.75
0.762
0.724
0.646
0.529
0.376
0.201
0.042
0.014
0
0
0
0
0
0
0
0
0.006
0.035
0.175
0.351
0.509
0.629
0.706
0.743
0.74
0.694
0.558
0.402
0.196
0.099
0.05
0.009
0
0
0
0
0
0
0
0
0.005
0.051
0.134
0.181
0.213
0.317
0.367
0.279
0.293
0.376
0.369
0.318
0.22
0.142
0.065
0.011
0
0
0
0
0
0
0
0
0.005
0.049
0.145
0.288
0.419
0.494
0.572
0.668
0.689
0.66
0.58
0.467
0.321
0.159
0.06
0.014
0
0
0
0
0
0
0
0
0.006
0.046
0.151
0.285
0.427
0.537
0.6
0.644
0.654
0.62
0.557
0.46
0.322
0.173
0.059
0.012
0
0
0
0
0
0
0
0
0.007
0.033
0.164
0.327
0.469
0.579
0.651
0.688
0.69
0.655
0.584
0.477
0.339
0.183
0.047
0.014
0
0
0
0
0
0
0
0
0.002
0.044
0.117
0.22
0.369
0.501
0.581
0.606
0.598
0.555
0.491
0.406
0.302
0.175
0.062
0.016
0
0
0
0
0
0
0
0
0.007
0.043
0.157
0.306
0.444
0.553
0.626
0.664
0.667
0.631
0.563
0.461
0.326
0.175
0.054
0.016
0
0
0
0
0
0
0
0
0.01
0.049
0.167
0.314
0.417
0.479
0.521
0.538
0.442
0.306
0.18
0.126
0.076
0.049
0.022
0.001
0
0
0
0
0
0
0
0
0.003
0.049
0.167
0.332
0.485
0.605
0.683
0.721
0.72
0.68
0.592
0.452
0.322
0.186
0.055
0.017
0
0
0
0
0
0
0
0
0.007
0.052
0.139
0.296
0.448
0.547
0.639
0.723
0.739
0.704
0.63
0.514
0.365
0.198
0.05
0.017
0
0
0
0
0
0
0
0
0.01
0.037
0.173
0.341
0.493
0.609
0.683
0.722
0.721
0.68
0.601
0.425
0.185
0.07
0.031
0.018
0
0
0
0
0
0
0
0
0
0.014
0.056
0.14
0.291
0.453
0.501
0.397
0.366
0.407
0.356
0.255
0.156
0.105
0.058
0.018
0
0
0
0
0
0
0
0
0.003
0.047
0.139
0.259
0.311
0.3
0.334
0.478
0.532
0.54
0.459
0.353
0.256
0.124
0.045
0.005
0
0
0
0
0
0
0
0
0.007
0.05
0.131
0.221
0.38
0.515
0.586
0.638
0.645
0.61
0.549
0.449
0.318
0.17
0.057
0.006
0
0
0
0
0
0
0
0
0.008
0.054
0.115
0.179
0.235
0.303
0.5
0.659
0.714
0.679
0.606
0.496
0.347
0.191
0.064
0.02
0
0
0
0
0
0
0
0
0.012
0.042
0.17
0.329
0.473
0.586
0.659
0.697
0.696
0.649
0.395
0.202
0.118
0.066
0.03
0.005
0
0
0
0
0
0
0
0
0
0.028
0.12
0.217
0.232
0.324
0.495
0.562
0.549
0.503
0.476
0.406
0.299
0.182
0.071
0.02
0
0
0
0
0
0
0
0
0.003
0.049
0.14
0.209
0.194
0.225
0.3
0.467
0.573
0.537
0.487
0.415
0.32
0.191
0.073
0.022
0
0
0
0
0
0
0
0
0.011
0.056
0.153
0.289
0.43
0.541
0.601
0.613
0.616
0.584
0.524
0.386
0.237
0.135
0.063
0.016
0
0
0
0
0
0
0
0
0.012
0.039
0.164
0.323
0.468
0.58
0.654
0.692
0.694
0.659
0.588
0.472
0.327
0.184
0.065
0.016
0
0
0
0
0
0
0
0
0.01
0.057
0.152
0.279
0.409
0.514
0.557
0.541
0.446
0.355
0.221
0.16
0.123
0.105
0.068
0.02
0
0
0
0
0
0
0
0
0.004
0.044
0.14
0.245
0.302
0.426
0.543
0.577
0.414
0.239
0.27
0.314
0.237
0.12
0.05
0.015
0
0
0
0
0
0
0
0
0.006
0.041
0.091
0.169
0.319
0.427
0.497
0.566
0.614
0.598
0.552
0.464
0.335
0.192
0.073
0.019
0
0
0
0
0
0
0
0
0.013
0.045
0.165
0.324
0.468
0.574
0.618
0.615
0.55
0.525
0.469
0.396
0.283
0.15
0.07
0.02
0
0
0
0
0
0
0
0
0.011
0.042
0.166
0.331
0.479
0.594
0.67
0.708
0.709
0.672
0.6
0.492
0.353
0.196
0.057
0.019
0
0
0
0
0
0
0
0
0.011
0.035
0.165
0.33
0.478
0.593
0.669
0.703
0.696
0.646
0.572
0.474
0.354
0.2
0.052
0.017
0
0
0
0
0
0
0
0
0.011
0.042
0.156
0.305
0.448
0.566
0.639
0.678
0.68
0.643
0.573
0.468
0.334
0.186
0.059
0.019
0
0
0
0
0
0
0
0
0.011
0.043
0.156
0.305
0.438
0.545
0.609
0.642
0.641
0.6
0.53
0.436
0.318
0.182
0.062
0.019
0
0
0
0
0
0
0
0
0.011
0.031
0.168
0.345
0.499
0.615
0.689
0.724
0.723
0.685
0.612
0.504
0.363
0.202
0.055
0.018
0
0
0
0
0
0
0
0
0.013
0.054
0.138
0.245
0.265
0.362
0.561
0.594
0.692
0.637
0.605
0.496
0.359
0.202
0.06
0.02
0
0
0
0
0
0
0
0
0.011
0.032
0.163
0.332
0.481
0.595
0.666
0.702
0.701
0.665
0.594
0.487
0.35
0.194
0.054
0.017
0
0
0
0
0
0
0
0
0.01
0.034
0.16
0.324
0.466
0.573
0.646
0.682
0.683
0.649
0.581
0.478
0.341
0.187
0.059
0.017
0
0
0
0
0
0
0
0
0.011
0.046
0.156
0.307
0.413
0.397
0.445
0.475
0.69
0.656
0.583
0.484
0.35
0.194
0.065
0.018
0
0
0
0
0
0
0
0
0.01
0.034
0.161
0.323
0.465
0.581
0.662
0.702
0.675
0.697
0.624
0.511
0.365
0.204
0.059
0.018
0
0
0
0
0
0
0
0
0.011
0.034
0.167
0.343
0.486
0.598
0.651
0.632
0.611
0.61
0.606
0.501
0.326
0.192
0.066
0.018
0
0
0
0
0
0
0
0
0.011
0.039
0.165
0.347
0.501
0.618
0.69
0.729
0.728
0.687
0.605
0.414
0.174
0.127
0.068
0.016
0
0
0
0
0
0
0
0
0
0.047
0.151
0.287
0.353
0.396
0.421
0.46
0.529
0.507
0.419
0.318
0.2
0.139
0.061
0.013
0
0
0
0
0
0
0
0
0.001
0.051
0.149
0.255
0.261
0.407
0.53
0.582
0.612
0.495
0.325
0.242
0.139
0.041
0.008
0
0
0
0
0
0
0
0
0
0.01
0.055
0.12
0.291
0.34
0.345
0.51
0.315
0.381
0.615
0.509
0.429
0.291
0.179
0.073
0.019
0
0
0
0
0
0
0
0
0.009
0.05
0.155
0.289
0.435
0.538
0.593
0.615
0.598
0.557
0.486
0.38
0.257
0.149
0.063
0.01
0
0
0
0
0
0
0
0
0.009
0.038
0.161
0.324
0.463
0.577
0.655
0.69
0.697
0.664
0.588
0.449
0.31
0.155
0.066
0.014
0
0
0
0
0
0
0
0
0.009
0.05
0.158
0.276
0.424
0.56
0.582
0.526
0.489
0.38
0.242
0.195
0.179
0.152
0.068
0.014
0
0
0
0
0
0
0
0
0.007
0.049
0.151
0.291
0.43
0.549
0.635
0.678
0.679
0.625
0.544
0.437
0.294
0.155
0.053
0.007
0
0
0
0
0
0
0
0
0
0.007
0.034
0.073
0.122
0.172
0.216
0.257
0.238
0.208
0.196
0.199
0.187
0.151
0.058
0.01
0
0
0
0
0
0
0
0
0.003
0.047
0.137
0.273
0.427
0.538
0.609
0.644
0.644
0.557
0.505
0.381
0.27
0.156
0.065
0.014
0
0
0
0
