demand
0.271226013
0.275884475
0.276919689
0.275884475
0.276919689
0.283130972
0.295553537
0.304352855
0.306423282
0.30176482
0.291930289
0.283130972
0.273814048
0.263979517
0.257250627
0.258285841
0.272261227
0.297623965
0.304352855
0.290377468
0.281578151
0.288307041
0.296071144
0.297623965
0.307458496
0.314704992
0.318328241
0.319881061
0.322469096
0.33178602
0.348867048
0.360254399
0.364912861
0.360772006
0.350419868
0.340585337
0.330233199
0.319363454
0.311599351
0.313152172
0.331268413
0.362324827
0.37008893
0.354043116
0.343173372
0.350937475
0.359736792
0.361289613
0.373194572
0.381476282
0.38509953
0.385617137
0.388205172
0.398557309
0.417191158
0.43013133
0.433754578
0.427025689
0.413567909
0.40011013
0.386652351
0.371641751
0.361289613
0.36180722
0.380441068
0.413567909
0.420814406
0.399592523
0.38509953
0.39182842
0.399074916
0.398557309
0.408909447
0.41512073
0.416155944
0.413567909
0.413567909
0.421332013
0.437895434
0.447729965
0.448247571
0.437895434
0.420296799
0.403215772
0.386134744
0.36853611
0.35507833
0.351972689
0.366465682
0.394934061
0.398039703
0.374747392
0.358183972
0.360772006
0.364912861
0.360772006
0.367500896
0.37008893
0.36853611
0.364395254
0.36180722
0.366465682
0.379405854
0.386652351
0.385617137
0.376300213
0.360772006
0.346279013
0.332303627
0.317293027
0.306940889
0.305905675
0.320398668
0.347831834
0.35352551
0.335409268
0.32350431
0.329197986
0.335926875
0.335926875
0.345243799
0.351972689
0.354043116
0.35352551
0.35507833
0.363360041
0.379923461
0.390793206
0.393381241
0.386652351
0.373712179
0.360772006
0.347831834
0.333856448
0.324021917
0.32350431
0.339550123
0.36853611
0.373712179
0.354560723
0.341102944
0.346279013
0.351972689
0.350937475
0.359736792
0.364395254
0.365430468
0.362842434
0.362324827
0.369053716
0.38354671
0.392346027
0.392863634
0.384064316
0.369053716
0.354560723
0.340585337
0.325574737
0.314704992
0.312634565
0.327127558
0.354043116
0.358183972
0.339032517
0.325574737
0.329715592
0.334891661
0.333338841
0.341102944
0.345761406
0.346279013
0.343690979
0.343690979
0.349902261
0.363877648
0.372676965
0.373712179
0.365948075
0.352490296
0.339550123
0.326609951
0.313152172
0.303317641
0.302800034
0.317810634
0.344726192
0.350419868
0.332821234
0.320916275
0.326092344
0.332821234
0.332821234
0.341620551
0.347831834
0.349902261
0.348867048
0.349902261
0.358183972
0.374229785
0.384581923
0.387169958
0.380441068
0.368018503
0.355595937
0.343173372
0.329715592
0.320398668
0.320916275
0.337479696
0.366983289
0.373712179
0.355595937
0.343173372
0.349384654
0.357148758
0.357148758
0.367500896
0.374229785
0.376300213
0.375782606
0.37681782
0.385617137
0.402698165
0.413567909
